	0.2387198327732285296765013526965049095452		-

	0.0456327647297618613220215877390728564933		a

	0.0086832067107698342189880946762059465982		b

	0.0124029535922201943065612539385256241076		c

	0.0248838426715778694708891549680629395880		d

	0.0753898356573840244809758814881206490099		e

	0.0127821431897313219500089687130639504176		f

	0.0106234567733804203398806365044038102496		g

	0.0407099904795744857444184106043394422159		h

	0.0369043518199563685966424486650794278830		i

	0.0005059477796071219952989128643139338237		j

	0.0054357741968440644736437761253000644501		k

	0.0272766971989334937320759166823336272500		l

	0.0178492156272405319561435987907316302881		m

	0.0401821628996341037587392008845199597999		n

	0.0523961545798852304511861177616083296016		o

	0.0086566254657368651298510187075407884549		p

	0.0004473605456569048591415616034083768682		q

	0.0388832983889414798839290199339302489534		r

	0.0400262919253591420432059067024965770543		s

	0.0540510631141827221912699030781368492171		t

	0.0214054968929779411423997004249031306244		u

	0.0063341117840807273364767127077357145026		v

	0.0135750599208168225284776298167344066314		w

	0.0008717563422036936652756433652200485085		x

	0.0158809377212278356183983163418815820478		y

	0.0002048744940296172813761627073958493384		z

	0.0081389240743804710381814615516304911580		A

	0.0028394917738279613211860308297218580265		B

	0.0039338434400832513263002176984173274832		C

	0.0028521495095579466223789655288101130282		D

	0.0077362272533708000693541961823029851075		E

	0.0021561548692049042029450500734810702852		F

	0.0020453092691694626896470321497645272757		G

	0.0033743715208179067381599747221798679675		H

	0.0102440863510731491881067256599635584280		I

	0.0004106531120399478217847244465588119056		J

	0.0011227411592496855038958436523444106570		K

	0.0043387101586466348540627180341289204080		L

	0.0029320740694529960970737825221021921607		M

	0.0049851588048565927818733811704987601843		N

	0.0060531100508750563388149501520274498034		O

	0.0021932239524141464680206947690521701588		P

	0.0002135540842444642645105851164188948133		Q

	0.0053030487964753634036463303402797464514		R

	0.0062033754564695944497265678307940106606		S

	0.0073170753759121479053995074082195060328		T

	0.0025610215877682872970266814149908896070		U

	0.0006549474116286618362997584696927333425		V

	0.0030590130763451330898894386933761779801		W

	0.0001095798264624431485195557578471436955		X

	0.0016568976070550601401715207217080205737		Y

	0.0000967412659363153147823802258109537888		Z

	0.0000542474388427936378138764783596315056		0

	0.0001706986075586572988369016279364132060		1

	0.0000679901233496346831496059959221156532		2

	0.0000603954819116435796832499660613535752		3

	0.0000169975308374086707874014989805289133		4

	0.0000150084580798395727445175562575485628		5

	0.0000117536117492719540691091528739065097		6

	0.0000075946414379911085485537133865641124		7

	0.0000077754662341337545952094784107444525		8

	0.0001714219067432278897997882660675372790		9

	0.0154918027599288635892671450733359961305		,

	0.0145643523805132346637947193812578916550		.

	0.0031834205360912731092026817236728675198		;

	0.0229298499244604409019743229691812302917		-

